cpg index	Gene Symbol
cg24042452	C1orf182
cg24043192	FLJ32363
cg24043307	ATF1
cg24046110	LYNX1
cg24046474	LRSAM1
cg24051818	C1orf175
cg24053375	RBP3
cg24053587	PTPRO
cg24053619	KIAA1841
cg24056562	RNASEH2A
cg24056567	PSD3
cg24058120	MFI2
cg24058132	GALC
cg24059075	PRPH
cg24060938	CPA2
cg24063470	FOXC2
cg24068372	LOC349136
cg24068708	GDPD5
cg24069559	HNRPL
cg24070847	HIST2H2BE
cg24073022	TAL2
cg24073161	ZNF403
cg24075743	PRM1
cg24076392	LOC129285
cg24076399	CST3
cg24076884	PCDHAC2
cg24077317	UBE1C
cg24078828	WWTR1
cg24080529	TIMP3
cg24081819	EPHX2
cg24082826	ITPR2
cg24084891	DCC
cg24085207	FLJ32065
cg24085258	CHAF1A
cg24087944	GABRD
cg24088229	SMU1
cg24088408	E2F1
cg24088438	URP2
cg24088639	APIP
cg24088751	GTF2A2
cg24091474	TYROBP
cg24091698	ERCC4
cg24092253	YTHDF1
cg24092914	VHL
cg24098302	CTDSPL2
cg24098951	LRP12
cg24100167	PNLDC1
cg24101359	GNMT
cg24101388	SAGE1
cg24101578	CDH22
cg24101873	C20orf70
cg24102360	ZNF333
cg24103438	NLGN4X
cg24104611	C22orf9
cg24105685	ECM2
cg24105933	HTRA3
cg24107142	HK2
cg24107581	POLR3B
cg24109894	PSMB2
cg24110050	TCTEX1D1
cg24110063	COX6A2
cg24110916	SPG21
cg24113449	ADRBK2
cg24115040	DLX5
cg24115571	FZD6
cg24115593	FLJ20364
cg24115627	HSD3B7
cg24116028	LYPD4
cg24116886	DEFB127
cg24117442	SOCS2
cg24117468	P4HA2
cg24120841	THRB
cg24121001	TTC16
cg24121436	RTN1
cg24122922	C20orf39
cg24123124	MRPS17
cg24124398	ACLY
cg24124789	IARS2
cg24124977	TBC1D16
cg24125648	HYPK
cg24126851	DCHS1
cg24127874	HES6
cg24130043	ZNF197
cg24132694	SNAPC2
cg24133115	PDE10A
cg24134767	HTR3A
cg24136586	ATG10
cg24137081	IQCC
cg24139421	SLC22A18
cg24141135	MARS
cg24142014	PCGF1
cg24142106	PIP5K1B
cg24145210	NPM1
cg24146166	ZNF25
cg24147596	ARL14
cg24148044	KIAA0513
cg24150528	FLJ10246
cg24154474	NIPA1
cg24155668	MAPK13
cg24158546	SCAND1
cg24160158	NUP160
cg24165760	TRAF3
cg24166097	NPM3
cg24166628	TNNC1
cg24167037	ITGB2
cg24167841	ADMR
cg24167928	UTP14C
cg24169822	HOXA4
cg24169915	FLJ25773
cg24170090	M-RIP
cg24170535	C6orf69
cg24171152	ATP2B1
cg24172553	FLJ25660
cg24173049	SLC16A13
cg24176037	TBPL1
cg24176563	EYA4
cg24178740	FEV
cg24181591	EIF5A
cg24182328	VMO1
cg24183484	GGN
cg24183958	GRB10
cg24192663	HSPA6
cg24194132	B4GALNT4
cg24194539	AIM1
cg24196046	EIF2C3
cg24197445	FLJ23049
cg24198678	DNASE1
cg24198840	NEU2
cg24199834	POU4F2
cg24200059	FLJ22222
cg24202119	CAPSL
cg24204740	RWDD2
cg24205633	ACN9
cg24206256	MAT2B
cg24206694	JMJD5
cg24207176	ABCG2
cg24208172	CDS1
cg24208206	FYCO1
cg24210717	GPD1
cg24211388	AIF1
cg24211742	NOC4L
cg24214470	SERPINF1
cg24215727	ABCD3
cg24216294	ZNF623
cg24216915	WDR18
cg24217726	ASB14
cg24217877	FLJ44674
cg24219058	PCDH7
cg24219638	STX3A
cg24219962	WBP4
cg24220122	ZNF322A
cg24222324	TNFSF11
cg24222435	LOC221143
cg24229819	DUSP3
cg24229963	ZFAND1
cg24231716	OTP
cg24234277	EXOC8
cg24235037	PLA2R1
cg24235633	CDIPT
cg24236559	TEX261
cg24236938	EGFL9
cg24237439	FLJ25422
cg24237576	DNASE1L2
cg24238205	FAM111A
cg24239808	BTD
cg24240626	REG3A
cg24241455	KLHL20
cg24242194	MDH2
cg24242519	FAM49A
cg24243265	MLZE
cg24243406	MGC13138
cg24244000	GABRG3
cg24247865	CHORDC1
cg24248317	C2orf18
cg24249775	KRT10
cg24250393	PRKCB1
cg24251035	MGC14289
cg24252723	CNNM2
cg24254120	RFC3
cg24254206	SNRPD2
cg24256211	SAMD4A
cg24257768	C10orf84
cg24262376	SCNM1
cg24262469	TIPARP
cg24264578	OR2C1
cg24265806	DRCTNNB1A
cg24266238	PFN2
cg24266542	POLR3B
cg24267801	COX6C
cg24269276	SFRS1
cg24269657	F7
cg24269846	PRIM1
cg24270244	RBM7
cg24272559	LOC116123
cg24272907	RIMBP2
cg24273512	POPDC3
cg24274272	DNAI2
cg24274600	RHOBTB3
cg24275354	NDUFA10
cg24276445	CNR1
cg24276491	C14orf11
cg24278076	PLS1
cg24278423	FOXA3
cg24283842	RPLP1
cg24284910	SNX14
cg24286767	LOC51255
cg24287460	CCDC48
cg24289167	POLR3A
cg24290574	CPA3
cg24291845	WBP2
cg24293567	C9orf9
cg24297976	WDR35
cg24298280	IBRDC1
cg24300924	C18orf43
cg24302095	GRB10
cg24304712	C1orf101
cg24304714	LCE1C
cg24305835	SDHB
cg24306924	GPT2
cg24307225	CSNK2A2
cg24309555	APOB
cg24310246	RAXL1
cg24311282	SIGLEC11
cg24313770	CGI-115
cg24315815	PLSCR4
cg24315860	SRPK2
cg24317255	RGS17
cg24318412	ASH2L
cg24319545	H2AFV
cg24320643	ADAM17
cg24321030	LOC283537
cg24322623	MYOD1
cg24323031	PAQR8
cg24323434	SERF2
cg24323726	ZBED2
cg24324379	IDH1
cg24325790	CCL23
cg24326142	CSF1
cg24329374	NIPSNAP3A
cg24329717	P2RX3
cg24329794	GRSF1
cg24330485	EEF1B2
cg24331079	STAT4
cg24331162	SYT8
cg24332422	APC
cg24332433	SLC39A11
cg24333473	ZNF597
cg24334790	ARL5
cg24334879	NKTR
cg24334983	ANXA11
cg24335149	PLA2G5
cg24335895	COX7A1
cg24336531	ARL6IP5
cg24337809	BTG2
cg24338843	C1orf158
cg24340657	KRT24
cg24341129	BNC2
cg24341177	DIABLO
cg24341220	RetSat
cg24341536	SQSTM1
cg24341800	ACAT1
cg24341944	RSRC1
cg24342628	TPMT
cg24343515	PI4KII
cg24345138	KLHL25
cg24345247	HIST1H4A
cg24345793	USP5
cg24346637	UBL4B
cg24349555	HECA
cg24352530	ABCG2
cg24352736	YIPF2
cg24353217	MYL2
cg24353466	RNF13
cg24353833	NRM
cg24355006	CSNK1G2
cg24355048	CTSG
cg24355174	FLJ21827
cg24356544	OGDHL
cg24356797	UBA52
cg24357161	RCV1
cg24358465	HIST1H2AG
cg24358529	PPIE
cg24362016	ZNF44
cg24362401	PIK3C3
cg24363955	FLJ14054
cg24364574	PREX1
cg24365013	USH3A
cg24365867	MRVI1
cg24371157	PDCD4
cg24371225	MGC42105
cg24371383	CEP55
cg24373308	BAG2
cg24373760	LGR5
cg24377133	HHCM
cg24378421	MTMR9
cg24382521	C7
cg24384676	SLC25A21
cg24385322	HDAC3
cg24386906	SART2
cg24387380	GABRA5
cg24387818	POF1B
cg24388263	FLJ10374
cg24389347	C3orf22
cg24389359	CCDC63
cg24391122	SNAPC2
cg24392479	ASPSCR1
cg24392574	CALML5
cg24394865	MRPL11
cg24396745	HCN4
cg24399405	C16orf35
cg24399529	TMEM84
cg24400943	MGC39681
cg24401912	STYK1
cg24402880	PLAC8
cg24403722	EGR3
cg24404909	C14orf173
cg24405636	ZNF526
cg24407065	BLZF1
cg24407308	DGKZ
cg24408199	EIF2B5
cg24408313	BCL2
cg24408511	C12orf51
cg24408817	CCNL1
cg24409107	GALE
cg24411312	ST14
cg24414089	MRC2
cg24414383	KRTAP1-1
cg24417499	HPCA
cg24420778	PRDX6
cg24421410	HLA-DMA
cg24423088	KRTAP8-1
cg24424381	PEX11A
cg24426405	AGR2
cg24427660	PNPLA2
cg24428042	ECHDC3
cg24428760	RALY
cg24429836	LDHD
cg24430616	ENTPD4
cg24432073	CDKL2
cg24433189	SSTR5
cg24434118	TP53INP1
cg24435704	PARP12
cg24438217	SCC-112
cg24438655	KPNB1
cg24442290	C20orf111
cg24443136	ATP2B3
cg24443250	TNFSF8
cg24443885	ZNF227
cg24443925	NCOR1
cg24444408	KLHDC4
cg24446548	TWIST1
cg24447042	SMARCA1
cg24447890	LMAN1L
cg24448231	ZNFX1
cg24448259	CPVL
cg24449371	CIB2
cg24450157	DHX16
cg24450312	RASSF5
cg24450631	IGF2BP2
cg24453353	HIST1H4C
cg24453664	CD59
cg24454143	FLT3
cg24454435	MAK3
cg24454579	BIRC8
cg24456340	GNGT2
cg24457403	KRT16
cg24457521	ATP5E
cg24459023	CRSP7
cg24459209	PRG3
cg24459563	CACNG1
cg24461814	KRTHB4
cg24467291	RSN
cg24468890	HDAC1
cg24469114	RCC1
cg24469803	POLR3A
cg24469977	FLJ40288
cg24471268	SPSB2
cg24471555	RAI16
cg24471867	MLL4
cg24473633	DENND3
cg24474182	P2RY13
cg24474998	MIR16
cg24475171	C9orf78
cg24476569	ABCC4
cg24477567	EPOR
cg24478145	SCFD1
cg24478387	SUMF2
cg24478630	GCS1
cg24480194	GGA1
cg24481633	DOCK4
cg24482053	MLH3
cg24482234	LASS1
cg24484103	VRK3
cg24485466	KIF14
cg24488435	SMUG1
cg24489015	LPO
cg24489237	PBX1
cg24490338	TPM3
cg24490859	MAGEF1
cg24492022	RPS15A
cg24493940	MMP17
cg24494008	SMC4L1
cg24494556	ZNF11B
cg24495017	PITX1
cg24496666	GIPC2
cg24497819	SELPLG
cg24497877	PUSL1
cg24498554	CSH1
cg24499411	TNS3
cg24499839	DISC1
cg24500683	PTP4A1
cg24502084	MAPBPIP
cg24504986	ZNF346
cg24505122	WNT5B
cg24505341	CADPS
cg24505527	NKIRAS2
cg24506604	LOC144501
cg24507762	KCNB1
cg24509668	SSPN
cg24511869	RELB
cg24512303	HNF4G
cg24512400	KLK10
cg24512973	MUC1
cg24513045	RGS19
cg24514921	VPS54
cg24515202	TTC9C
cg24516061	RGS19
cg24516901	FLJ22746
cg24517042	CAV3
cg24517609	SSR3
cg24520070	C14orf48
cg24520800	RIOK1
cg24523000	GABRA1
cg24523456	HLCS
cg24523758	UBE2E3
cg24524435	UCKL1
cg24525573	C1orf64
cg24526899	BMP4
cg24527001	NDUFB1
cg24528447	NR2F1
cg24528523	SLC22A18
cg24529858	F11
cg24530795	FAM109A
cg24532476	CHFR
cg24532669	BRMS1
cg24535573	C1orf126
cg24541550	MRVI1
cg24543400	TRIB2
cg24545967	SH2D3C
cg24546463	MGC39715
cg24546942	SERPINB4
cg24547948	ADPRHL2
cg24549085	RTEL1
cg24552431	ATAD1
cg24555600	DHRS4
cg24555656	TAF6
cg24556026	GNE
cg24558204	HBS1L
cg24560809	PROM2
cg24562819	THBD
cg24568646	CCT8
cg24573310	C10orf70
cg24573501	F2RL1
cg24574111	EDG7
cg24576270	CUGBP1
cg24576735	MARVELD1
cg24577137	TPR
cg24579896	KTN1
cg24580001	FLJ37970
cg24580056	MGMT
cg24580185	WDSUB1
cg24580526	CDK2AP1
cg24580782	NR0B2
cg24585690	IL9
cg24587268	OSBPL2
cg24588599	C12orf24
cg24592207	TOMM40L
cg24592364	ANKH
cg24593475	SNAI2
cg24594997	RBP1
cg24595957	PARP2
cg24596472	TOP1MT
cg24602243	TRIO
cg24603941	MIA2
cg24606773	RAB21
cg24607398	MLH1
cg24607535	CDH26
cg24608308	RAPGEF3
cg24611631	SLC1A1
cg24612198	CD3E
cg24612772	EXT2
cg24613957	PLA2G2E
cg24615044	MGC3123
cg24615251	CCL13
cg24616461	PRR11
cg24618244	INPP5F
cg24618716	PTMA
cg24619694	TAGLN
cg24620905	MTMR11
cg24621042	SERPINA1
cg24621354	TES
cg24623271	ZIC2
cg24623694	PRX
cg24624841	RPS9
cg24625128	JAM3
cg24625388	NEBL
cg24626923	PROKR1
cg24628744	H2AFY
cg24631950	UBE2D1
cg24633242	FTS
cg24633648	MTAC2D1
cg24635866	CCT2
cg24636657	SERPINA7
cg24638647	TMEM101
cg24641352	ZFP41
cg24642468	MGC33367
cg24642516	HYPE
cg24642523	HSPA2
cg24642820	NUP210
cg24643262	BMX
cg24645221	PENK
cg24646414	GATA4
cg24646513	MTERFD3
cg24648061	GPR22
cg24649346	CBX6
cg24649641	ERBB2
cg24649713	C1orf86
cg24650353	HIP1
cg24650394	PLEKHH2
cg24650501	LMX1A
cg24651706	CHCHD5
cg24652271	JAG1
cg24652919	WDR58
cg24653181	RHCG
cg24653967	PRH1
cg24654547	DUS2L
cg24660086	RGR
cg24662718	VAV3
cg24662961	IRX3
cg24664861	SPAG16
cg24664957	VPS37B
cg24668150	ANKRD26
cg24670151	MRPS7
cg24670715	ANGPT2
cg24673765	HSPB6
cg24674220	GMEB2
cg24674703	CD5
cg24675098	FLJ23577
cg24678320	FLJ38451
cg24678429	PTPRE
cg24679082	ETV4
cg24680602	ZNF232
cg24680924	EPHB6
cg24682149	LSM12
cg24683061	PAIP2
cg24686224	FARSLB
cg24686358	COL9A2
cg24686542	SSX2IP
cg24687051	KCNQ5
cg24687335	SLC37A4
cg24687764	C16orf46
cg24688248	CD276
cg24690731	SOX7
cg24691255	SERPINB2
cg24691453	S100A4
cg24691461	C20orf160
cg24691578	CRY2
cg24692716	C6orf192
cg24693053	MFSD7
cg24693368	KCNJ3
cg24693620	RAB5B
cg24693909	RG9MTD2
cg24694549	GRIP1
cg24697184	TTC22
cg24697329	ARHGEF4
cg24697682	SLC25A4
cg24698622	PPP2CB
cg24703717	HLA-F
cg24705286	JMJD5
cg24709471	CRABP1
cg24710073	TBP
cg24710886	PUM1
cg24711626	KIAA1012
cg24712395	CAPN12
cg24713080	NDUFS8
cg24713204	ZNF471
cg24714666	TRAPPC2
cg24715106	AQP11
cg24715245	UCHL1
cg24715735	HPN
cg24719575	REST
cg24719601	PHOX2B
cg24719984	PPFIA2
cg24723331	ST8SIA1
cg24724583	PLXDC1
cg24727182	AGXT2L1
cg24727203	PPP1R3B
cg24727568	PCBP1
cg24728447	PHKB
cg24730207	PTGES2
cg24731756	ILK
cg24733384	C14orf24
cg24734575	SLC7A9
cg24735489	CDSN
cg24735937	CLTB
cg24736099	PLCB4
cg24737900	FDXR
cg24738006	SS18L1
cg24739326	CHST8
cg24743283	GNA12
cg24743310	FLJ31196
cg24744425	RABIF
cg24745738	EDNRB
cg24747122	GNA13
cg24747396	BAP1
cg24748786	SLC4A4
cg24748945	MAP2K2
cg24749970	ALS2CR2
cg24750391	PON3
cg24751129	GNMT
cg24754277	DAPK1
cg24758027	PKIB
cg24759821	PAH
cg24762359	ATP12A
cg24762437	ZZZ3
cg24765079	CDH1
cg24765446	WFDC6
cg24767315	CAPN10
cg24768561	CENTG2
cg24769045	TIPRL
cg24770649	KIAA1539
cg24770850	PLXND1
cg24776019	HYPB
cg24777065	FBLN5
cg24777762	TNFRSF19L
cg24777950	CTSG
cg24778383	TNFSF7
cg24779015	MARS
cg24781100	MYBPC1
cg24783979	40061
cg24789424	BDH
cg24791546	DDX23
cg24792272	MCM4
cg24792360	FUCA1
cg24792749	RGS9BP
cg24793470	GOSR1
cg24793903	SCRN2
cg24794433	DAB2IP
cg24794531	TRPC1
cg24794734	AGL
cg24794758	LENG1
cg24794992	OTOA
cg24796403	FHIT
cg24797830	COPS6
cg24798047	GOLT1A
cg24800810	RGS7
cg24800887	FANCA
cg24805239	DFNA5
cg24807354	EDG8
cg24808674	RNF11
cg24809640	MED4
cg24809768	RARS
cg24812103	PABPC1
cg24812167	SNAPC4
cg24812523	AKAP6
cg24815853	KLK12
cg24816866	PARK2
cg24817430	MESDC1
cg24818418	EGF
cg24818434	KIAA0446
cg24820250	CLEC2A
cg24820508	TXNDC6
cg24820809	MB
cg24821554	GUCY1B2
cg24822446	ZFAND3
cg24823993	NHP2L1
cg24824266	SV2B
cg24824840	SHANK1
cg24825722	ACADVL
cg24826645	LAMP1
cg24829483	C1QTNF7
cg24831427	COQ3
cg24832140	ZNF114
cg24833277	FAM83A
cg24834740	PPP1R16B
cg24835159	RNF43
cg24836175	CSNK2B
cg24836583	HOMER3
cg24838010	SLC26A11
cg24840099	MSX1
cg24841244	CD3D
cg24844534	C1QTNF1
cg24845207	DMRTB1
cg24847163	GABBR1
cg24847572	STCH
cg24849648	WNT16
cg24851490	RNASE2
cg24852661	GOLPH2
cg24854010	WNT5B
cg24855780	TNKS1BP1
cg24856732	SCO2
cg24857117	PSMB5
cg24857545	GDI1
cg24858591	KIAA1143
cg24859228	CAMK1D
cg24860534	CDC42BPA
cg24861272	TCF8
cg24862483	CD300LG
cg24867501	MIOX
cg24868271	PLCD1
cg24870273	STK19
cg24870391	CCL11
cg24871743	DIRAS3
cg24873414	KLHL26
cg24874111	ZNF562
cg24877842	TRAK1
cg24879335	TF
cg24879595	ARF6
cg24880821	TIGD1
cg24881834	ME1
cg24883276	PSAP
cg24883732	TCEB3B
cg24886748	SLC12A7
cg24887211	C14orf166B
cg24888049	FES
cg24889744	C20orf28
cg24890286	HIPK2
cg24890446	NAP1L4
cg24891133	FLJ14834
cg24892074	PIGY
cg24892510	ZNF415
cg24893837	ARSB
cg24895052	MPP3
cg24896109	CYP51A1
cg24898753	FTH1
cg24898863	S100A8
cg24899750	SNRPB2
cg24901042	TMPRSS2
cg24903376	STIL
cg24904765	STAM2
cg24905739	FBXW8
cg24906202	NEO1
cg24906992	C20orf44
cg24907852	ENOSF1
cg24908499	EGFL9
cg24909445	SLC3A2
cg24909737	EBPL
cg24909975	WTAP
cg24910675	ENG
cg24911803	EIF3S4
cg24912023	LOC205251
cg24912560	HNRNPG-T
cg24914860	CDK2
cg24916177	RGC32
cg24917645	C20orf29
cg24919884	ARHGEF16
cg24919972	FYCO1
cg24920358	PPIE
cg24921089	AMPD3
cg24921858	BCL2L14
cg24922045	GAS2L2
cg24923526	SH3GL1
cg24924631	BCL2A1
cg24924779	KCNG1
cg24926042	KRTHB2
cg24926276	LRG1
cg24928161	SHBG
cg24928378	RND1
cg24928687	EPHX1
cg24929737	EFNB2
cg24929834	HS747E2A
cg24930915	RAB26
cg24934431	CYP17A1
cg24935900	RAB11FIP5
cg24936630	DDX10
cg24937126	LAMB1
cg24937706	RB1
cg24938727	GUP1
cg24939733	FLJ38159
cg24941797	CAPN10
cg24946133	JUN
cg24946408	PPP1R15A
cg24946544	LOC352909
cg24947394	USP33
cg24949049	TDRD3
cg24949344	PLEKHA9
cg24951114	LRRC57
cg24956866	CALD1
cg24957950	PAK4
cg24958765	RAB4B
cg24959428	GBP6
cg24964368	FPRL1
cg24965984	GPAM
cg24966460	KARS
cg24968336	KCNK6
cg24968786	FLJ10786
cg24971490	C8orf53
cg24974130	RAD50
cg24974477	PLA2G12A
cg24975564	PDE3A
cg24975769	ARFIP2
cg24975842	GNAS
cg24977027	FLJ10916
cg24977709	SSSCA1
cg24979630	PPP1R12A
cg24980458	FOXP1
cg24980583	SSBP1
cg24981018	ARC
cg24983959	RTN4RL2
cg24986572	ZNF193
cg24986868	PKP4
cg24987170	ADCK1
cg24987706	GPA33
cg24989962	PTGDR
cg24990612	PDGFB
cg24991452	MAPK14
cg24994350	LATS1
cg24995240	SPATA1
cg24995381	GPR141
cg24995798	C10orf63
cg24997562	OASL
cg24997944	KCNH8
cg24999727	HSD17B13
cg24999924	C20orf20
cg25000382	LOC124216
cg25003924	ARPP-19
cg25004981	LASS3
cg25006823	FLJ33387
cg25007250	NOS3
cg25007680	PARK7
cg25010118	C18orf4
cg25011395	CNTROB
cg25013053	UNC45B
cg25013058	NCOA7
cg25013838	MYO18B
cg25013852	PGM1
cg25014318	GLP1R
cg25017250	APOC4
cg25017837	WARS
cg25018329	E2F8
cg25018755	BIK
cg25018881	IKBKAP
cg25020204	DBH
cg25020459	COL6A1
cg25020850	RGS8
cg25021247	AMT
cg25022327	P53AIP1
cg25023057	ADIPOR1
cg25023245	AXIN1
cg25023941	QPRT
cg25023994	BANK1
cg25026013	TAX1BP3
cg25026754	PDCD7
cg25027167	DGAT1
cg25027501	GSTM3
cg25028542	ANLN
cg25033144	FLJ00060
cg25033993	STX1B2
cg25034557	PACS1
cg25040733	SPRY4
cg25040783	APPL
cg25041148	HKR2
cg25041439	HYLS1
cg25042226	PAX8
cg25043279	C7orf33
cg25044651	FLJ90650
cg25047001	GRIN2A
cg25047102	VKORC1
cg25047378	IPO13
cg25048564	HUNK
cg25050026	MFSD1
cg25053891	TRIAP1
cg25054311	SLC26A2
cg25055403	NEDD8
cg25055477	NUDT3
cg25057743	PTHR2
cg25058957	RAXL1
cg25059436	CUGBP1
cg25059792	EIF3S4
cg25059899	BCL2
cg25060573	CCND1
cg25061755	STON1
cg25066857	GNLY
cg25067197	SLC39A11
cg25068445	TRAF2
cg25070010	MYRIP
cg25070480	PPHLN1
cg25070637	SDC2
cg25072179	AGTRL1
cg25072962	MGC35295
cg25076881	OR10J1
cg25077654	DSCR2
cg25077752	LOC126295
cg25082710	IVL
cg25083781	HM13
cg25084220	39875
cg25084525	NPAL1
cg25084878	FBN2
cg25085950	ATP5J
cg25086702	HMGB2
cg25086957	WDR40B
cg25087423	BLR1
cg25089231	UST
cg25092328	PXMP4
cg25092540	NUP188
cg25093045	FLJ46481
cg25094569	WT1
cg25094927	RANGAP1
cg25095380	PRDM5
cg25095612	NFKB2
cg25095814	CASP8
cg25095951	RPS26
cg25096582	CFL2
cg25097436	RTN1
cg25098095	C6orf55
cg25098401	LCE2B
cg25100404	AP1S2
cg25101056	KCNG4
cg25101936	ZBTB16
cg25103286	NT5DC2
cg25104511	RAPGEFL1
cg25106358	CLDN20
cg25106814	C9orf82
cg25107791	CLPS
cg25107978	MBD6
cg25110234	PCNT2
cg25111781	MRPS16
cg25112044	CDK7
cg25112191	RORC
cg25112853	HSC20
cg25117362	C10orf77
cg25117976	UGDH
cg25118574	PSMB7
cg25119415	MNDA
cg25122941	VPS39
cg25123470	KCNIP2
cg25124030	MRPL48
cg25124223	NUP43
cg25124433	KRT20
cg25125453	C20orf38
cg25126052	INT4
cg25126812	ACTN1
cg25131727	PTS
cg25132078	PFDN1
cg25133016	PIP5K2C
cg25133685	OR2W1
cg25133753	WFDC11
cg25134071	KLK8
cg25136045	SDCCAG10
cg25136687	REV3L
cg25138936	RPL23A
cg25139619	C13orf25
cg25140370	IRF4
cg25140501	ACIN1
cg25141490	IL17B
cg25141674	C6orf155
cg25141720	GAS1
cg25141995	VDAC1
cg25142416	CA1
cg25145670	HOXB4
cg25148589	GRIA2
cg25149155	BCL2L2
cg25149927	SSH1
cg25151295	RANBP5
cg25151806	ELOVL2
cg25152348	hCAP-H2
cg25152631	SLC25A36
cg25152942	MIA
cg25153340	PLEKHK1
cg25156443	SFRP5
cg25157408	HAO1
cg25157874	QKI
cg25159539	FEM1B
cg25159610	PLK2
cg25159668	AADACL2
cg25160554	ARL6
cg25162301	AHSG
cg25162794	ANKRD23
cg25162921	MTAP
cg25163134	PSMC4
cg25163476	IGF2AS
cg25165199	RCBTB2
cg25165880	ACOT7
cg25166896	C22orf25
cg25167447	NAV1
cg25167643	PTPRZ1
cg25167838	SHH
cg25169784	UGCGL2
cg25171089	ASB13
cg25172835	PUNC
cg25173010	TXNIP
cg25174591	DNAH9
cg25176823	FSCN1
cg25177139	SLC10A6
cg25177452	PRP2
cg25178645	RUNX3
cg25179291	FNBP1
cg25179963	NT5DC1
cg25181284	GPD1
cg25181693	ALDH5A1
cg25182523	C1orf24
cg25182621	CHRD
cg25186211	C9orf18
cg25189085	STAC3
cg25191725	PYY2
cg25192419	DOCK5
cg25193494	FLJ20186
cg25194415	KIAA0232
cg25195673	GFPT1
cg25198545	ACTL6A
cg25201363	LRPAP1
cg25202404	PXMP3
cg25203561	SFRS16
cg25203980	CENTB5
cg25206802	SACS
cg25208892	C1orf105
cg25211525	C6orf145
cg25214346	NR1I3
cg25215340	CDKN1C
cg25216696	GATA4
cg25217357	C12orf61
cg25217765	CX62
cg25218351	TRIM54
cg25219047	HLRC1
cg25219134	IQWD1
cg25219333	FXC1
cg25221254	ASAH3
cg25225073	KCNK13
cg25226014	CXCR6
cg25226247	TFAP2B
cg25227148	ZNF271
cg25228126	FZD2
cg25228746	BIN1
cg25229015	WDR61
cg25229172	CCDC38
cg25229305	KCNK18
cg25229706	SAMD8
cg25229964	CNKSR1
cg25232934	THEX1
cg25234611	VWA1
cg25234963	SFRS14
cg25241845	NEURL2
cg25242557	PAX6
cg25243721	XRCC4
cg25245322	OBFC2B
cg25249068	BFSP2
cg25250358	PLOD2
cg25250998	GSTO2
cg25251635	POP7
cg25255679	C8orf51
cg25255854	IRF2
cg25256723	F5
cg25257360	CXorf23
cg25258291	FARP1
cg25259754	FCRL3
cg25261329	RAD51AP1
cg25261908	TRPM4
cg25263140	AIM1
cg25263559	PTD008
cg25264554	XRN1
cg25266232	DCC
cg25267732	MGC39633
cg25268451	GNAS
cg25268678	PLEKHG6
cg25268718	PSME1
cg25270252	ASTE1
cg25274750	HIPK2
cg25276849	TFRC
cg25277950	EML2
cg25282410	MRPL18
cg25283338	PTPN9
cg25284492	H6PD
cg25287375	OSTF1
cg25288155	PLEKHB1
cg25290938	ARHGAP22
cg25291907	MIB1
cg25293251	GOLGA5
cg25294646	OBFC1
cg25298754	ZBED2
cg25299176	YWHAE
cg25299676	MET
cg25300386	COL1A2
cg25301180	CAST1
cg25302370	C6orf165
cg25302419	CTNND2
cg25303383	BCDO2
cg25304860	C14orf166
cg25307641	SURF2
cg25307902	SNAP25
cg25308542	C13orf25
cg25309588	ATP8A1
cg25310567	GALNTL5
cg25313204	SLC22A3
cg25314216	NARS
cg25315362	LSAMP
cg25316898	C18orf21
cg25322008	OR51E2
cg25322211	TRIM65
cg25323711	CLGN
cg25324046	SRPK1
cg25325612	VPS35
cg25327013	RNASE4
cg25327247	SH3GL1
cg25329939	RAP2A
cg25332298	ELAVL3
cg25335775	MRPS14
cg25336198	INS
cg25340056	DPH1
cg25340403	LYPD3
cg25341032	ADD3
cg25341653	ELMO3
cg25341726	IL27
cg25344367	IRGC
cg25344639	SEC14L1
cg25344672	FLJ46082
cg25345005	C3orf9
cg25345738	PWP1
cg25346576	CCDC55
cg25346972	C14orf112
cg25349574	CAMTA2
cg25350411	PLAGL1
cg25351036	NPAL1
cg25352650	RRS1
cg25355065	SFXN2
cg25355803	MARVELD1
cg25356214	POU6F1
cg25358289	CD14
cg25358938	TMEM66
cg25361106	TLX2
cg25361844	SIPA1
cg25363317	GTF2F1
cg25363445	ALX4
cg25366404	MOCS1
cg25368212	SSX1
cg25368651	C11orf47
cg25370441	FLJ20184
cg25371038	TOP3B
cg25371088	MRPL24
cg25371182	CTNS
cg25371560	MED18
cg25372103	DLL1
cg25372135	DARS2
cg25372195	DCD
cg25372693	B4GALT4
cg25374813	SLC23A1
cg25375711	TRMT12
cg25375764	ALDH5A1
cg25376316	CA5B
cg25377358	SEC23IP
cg25378769	C3orf37
cg25384157	ARRDC1
cg25385272	TAF1A
cg25388528	KRTAP20-1
cg25392935	VCL
cg25395108	FGFR1OP
cg25396537	TERF1
cg25397562	ZNF653
cg25397779	MRPL20
cg25398949	RPS6KA5
cg25399367	FBXO30
cg25400358	GPR137
cg25402049	PRDM2
cg25404088	HRIHFB2122
cg25406518	DAK
cg25406735	FBXO32
cg25409040	CSTF3
cg25411725	SLC22A13
cg25412384	LRP10
cg25412453	DCST2
cg25413757	C1orf75
cg25415932	OGG1
cg25416014	MCF2L2
cg25416363	RBM15
cg25416372	EDG8
cg25417405	SLC27A2
cg25418748	RUFY1
cg25418831	VPS13A
cg25420398	RYK
cg25420583	WBP1
cg25420952	AMBP
cg25421647	UBE2L3
cg25422943	PCDH9
